label_fraction,repeat,n_train,seed,test/loss,test/iou,test/f1,test/precision,test/recall,test/tp,test/fp,test/fn,test/tn
0.05,0,17,1337,0.018927548080682755,0.29393190145492554,0.4543236196041107,0.3184155225753784,0.7926453948020935,637921.0,1365502.0,166879.0,15476044.0
0.1,0,33,1337,0.01621861569583416,0.3442619740962982,0.5121947526931763,0.384016215801239,0.7688121199607849,618740.0,992494.0,186060.0,15849052.0
0.25,0,83,1337,0.019612710922956467,0.300844669342041,0.46253740787506104,0.324374794960022,0.8057231903076172,648446.0,1350618.0,156354.0,15490928.0
0.5,0,166,1337,0.02410140074789524,0.23590315878391266,0.381750226020813,0.24626044929027557,0.8486903309822083,683026.0,2090566.0,121774.0,14750980.0
1.0,0,332,1337,0.018347948789596558,0.3139483332633972,0.4778701364994049,0.3356437385082245,0.8292644023895264,667392.0,1321002.0,137408.0,15520544.0
