label_fraction,repeat,n_train,seed,test/loss,test/iou,test/f1,test/precision,test/recall,test/tp,test/fp,test/fn,test/tn
0.05,0,17,42,0.014632568694651127,0.41087231040000916,0.58243727684021,0.47434180974960327,0.7543402314186096,607093.0,672771.0,197707.0,16168775.0
0.1,0,33,42,0.012240979820489883,0.4967930018901825,0.6638098955154419,0.5879606604576111,0.7621272206306458,613360.0,429839.0,191440.0,16411707.0
0.25,0,83,42,0.013636180199682713,0.45363566279411316,0.6241394281387329,0.5212467908859253,0.777644157409668,625848.0,574827.0,178952.0,16266719.0
0.5,0,166,42,0.013416541740298271,0.5117398500442505,0.6770210266113281,0.6040423512458801,0.7700571417808533,619742.0,406249.0,185058.0,16435297.0
1.0,0,332,42,0.011361382901668549,0.5579156875610352,0.716233491897583,0.6639652252197266,0.7774341702461243,625679.0,316658.0,179121.0,16524888.0
